PSC.0177	PSC.0186	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0230	PSC.0149	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g199.t1	1251	1154	990	981	738	1018	1383	1029	852	983	769	536	756	663
g8493.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g14863.t1	1096	739	973	681	1375	756	911	1154	1396	1699	1276	1690	1439	1144
g11343.t1	26	27	26	29	34	15	43	14	51	66	46	68	56	94
g3296.t1	0	0	0	10	0	0	0	0	0	5	0	0	5	0
g10904.t1	28	36	39	33	20	46	50	42	28	15	16	28	22	24
g5501.t1	0	0	1	2	0	0	0	0	0	0	0	0	0	0
g6653.t1	58	84	91	58	19	50	106	19	20	34	44	33	6	38
g15592.t1	152	135	150	157	186	197	219	372	260	469	312	341	430	385
g23322.t1	0	1	0	2	1	16	2	3	9	0	2	1	0	0
g802.t1	0	2	10	19	0	37	14	6	10	6	7	2	19	11
g2081.t1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
g22067.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g20821.t2	15	8	2	3	0	14	7	2	1	0	0	0	0	3
g5373.t2	0	0	4	0	0	4	12	0	2	0	0	2	10	0
g7099.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g22880.t1	0	0	0	0	3	0	2	1	1	0	0	0	0	0
g21120.t1	234	170	379	273	45	397	220	3476	1271	6415	3203	6183	13619	7419
g16612.t1	45	76	92	93	91	82	75	17	15	33	29	8	13	7
g5574.t2	1	1	0	4	0	6	0	1	0	1	159	0	0	12
g21748.t1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
g23472.t1	2	0	0	0	0	1	5	3	0	23	4	0	1	1
g15819.t1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
g7417.t1	0	0	0	0	0	0	0	3	0	1	0	1	0	0
g10901.t1	3	13	17	20	8	5	39	9	5	4	19	0	14	7
g5628.t1	269	70	146	131	275	75	162	237	185	418	295	257	741	262
g13229.t1	215	181	202	158	254	229	321	499	276	613	558	803	969	554
g17605.t2	0	0	0	23	0	20	25	16	19	110	22	0	87	44
g17772.t1	25	47	39	30	3	36	57	15	9	8	11	5	10	6
g4174.t1	6	6	6	13	22	9	13	4	2	4	23	15	44	42
g22286.t1	11	2	14	2	6	3	12	2	9	10	15	18	23	31
g17621.t1	38	51	40	24	55	67	78	23	5	16	15	3	14	6
g17052.t1	35	35	29	25	56	29	34	17	6	32	31	20	33	22
g21883.t1	635	548	482	294	328	625	765	796	416	230	273	746	374	227
g4905.t2	15	40	0	36	49	31	0	0	128	468	488	0	377	0
g3306.t1	18	23	11	13	30	63	75	64	24	52	144	39	44	55
g18026.t1	4	4	7	3	7	4	8	8	6	6	11	1	7	7
g8457.t1	7	0	0	0	0	0	0	0	1	1	0	0	0	0
g8434.t1	114	114	67	55	73	93	79	34	92	46	71	17	30	16
g13579.t1	1	0	1	1	4	3	6	2	1	8	1	0	0	2
g339.t1	256	403	415	282	408	368	521	25	40	87	284	22	47	138
g2465.t1	0	0	0	0	0	0	0	0	2	0	0	3	0	2
g14181.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g21799.t1	175	272	226	208	124	264	344	153	311	140	158	92	208	188
g14773.t1	18	1	0	1	0	0	0	0	0	10	166	4	12	110
g17904.t1	3	1	0	0	0	0	0	2	1	2	0	3	1	0
g7966.t1	16	0	0	0	0	0	0	0	0	1	6	0	0	34
g18608.t1	2	3	1	2	0	1	7	0	0	0	2	1	6	1
g8317.t1	95	81	73	49	78	80	83	99	97	89	58	25	73	44
g5260.t1	72	98	96	80	68	89	97	176	94	64	49	34	72	68
g11404.t1	1	0	0	1	0	1	0	4	0	20	2	2	7	5
g7590.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g20220.t1	15	15	22	20	6	17	24	14	9	11	6	6	3	2
g14632.t1	34	51	40	62	16	58	93	15	15	119	36	49	80	39
g9771.t1	3	13	1	9	1	7	6	2	4	16	1	1	8	3
g785.t1	8	4	2	3	1	0	3	2	3	176	48	326	903	227
g2420.t1	6523	7012	5532	5606	9787	4688	5777	7584	7841	8285	6218	6529	8305	8104
g19825.t1	144	344	166	129	211	193	370	11	32	44	146	44	140	46
g20203.t1	0	0	1	49	0	2	5	0	1	1	0	6	1	0
g10123.t1	5	0	10	13	18	3	11	6	4	27	19	7	12	30
g18811.t1	8	3	2	7	19	2	4	2	3	5	12	2	13	3
g19288.t1	46	58	35	40	14	28	38	16	17	25	12	5	6	10
g9091.t1	18	7	12	4	7	4	12	13	4	1	15	7	11	9
g10607.t1	10	55	9	9	3	11	18	2	1	29	19	1	23	17
g1200.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15598.t1	642	511	402	417	788	295	365	429	507	104	184	28	113	16
g17537.t1	42	11	20	38	192	56	17	158	228	4288	2078	1677	2121	3509
g21538.t1	0	0	0	0	0	4	6	2	0	16	1	0	0	21
g9698.t1	245	223	250	175	341	142	278	342	84	243	391	273	447	540
g10486.t1	208	55	115	67	86	178	108	47	66	24	120	32	24	85
g21961.t1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
g2917.t2	3	0	0	6	0	1	5	2	0	0	0	0	6	2
g7781.t1	1001	809	715	694	894	1104	1429	635	366	227	365	176	346	223
g1117.t1	0	1	3	9	0	0	0	0	0	0	0	0	0	0
g4110.t1	2	14	17	10	1	11	17	1	0	18	8	5	9	3
g11330.t1	54	36	55	22	56	30	38	12	27	18	22	1	22	7
g9854.t1	716	323	353	440	683	469	511	627	325	384	349	354	462	268
g3840.t1	3	3	2	1	0	43	3	4	4	44	18	4	39	1
g10551.t1	1	14	4	12	2	5	16	7	2	26	18	5	17	17
g20205.t1	154	240	249	176	113	204	286	108	168	107	91	38	84	66
g3627.t1	31	52	51	25	11	34	37	13	22	22	11	3	15	10
g10460.t3	0	0	0	6	0	0	0	0	0	23	31	0	0	29
g7720.t1	1	0	14	20	5	3	13	0	0	14	4	0	5	20
g22325.t1	318	149	161	146	158	184	207	324	386	127	128	153	219	148
g8888.t1	18	4	17	23	8	27	85	13	22	2463	1062	28	452	2503
g21790.t1	91	11	3	63	36	80	5	3	4	2046	969	14	334	1135
g23559.t1	10	27	28	26	11	21	26	2	4	8	6	1	2	3
g11352.t2	0	64	54	48	51	51	25	23	37	66	58	0	57	23
g3690.t1	82	140	100	126	75	86	142	41	24	44	50	22	46	28
g3882.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g1755.t1	327	44	53	202	91	43	104	3582	1906	3446	4487	10166	14376	9692
g17138.t2	0	0	0	7	0	1	9	3	5	1	6	1	1	0
g1215.t1	49	63	74	61	31	86	115	12	6	36	26	2	22	13
g4790.t1	18	10	21	46	23	9	18	7	2	84	56	0	19	116
g8480.t1	1	10	7	18	0	6	30	1	0	16	40	0	15	22
g22204.t5	0	7	0	0	0	32	0	0	0	0	0	0	0	0
g22897.t1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
g6549.t1	249	141	106	91	180	162	251	18	6	4	27	13	11	5
g19786.t1	0	0	0	1	0	0	0	3	0	0	0	0	0	0
g16687.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g1627.t1	272	282	282	210	170	274	439	437	559	295	419	401	575	470
g12387.t1	0	0	3	4	0	1	9	1	0	1	5	0	5	18
g5710.t1	11	3	17	2	14	1	19	2	5	19	9	1	35	8
g8777.t1	26	3	15	16	19	19	6	5	11	9	6	2	6	0
g17929.t1	0	27	3	0	0	13	14	4	0	0	77	0	2	71
g11490.t1	0	0	0	0	0	0	6	0	0	0	0	0	0	0
g10860.t1	115	57	63	70	54	66	91	49	88	77	83	17	72	29
g7074.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g5986.t1	54	36	28	33	116	51	79	41	82	500	133	137	531	115
g5957.t1	41	43	42	53	46	45	55	22	31	50	32	11	26	26
g15873.t1	18	15	7	5	0	15	11	1	40	8	13	8	28	15
g19453.t1	77	50	54	47	55	51	57	46	27	73	31	19	59	24
g14177.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g329.t1	1	0	3	0	0	1	1	1	13	1	3	3	2	1
g2899.t1	67	30	23	9	18	8	31	10	19	17	7	87	22	12
g23279.t1	48	70	73	29	18	131	178	1190	1735	1423	672	4155	1680	1332
g279.t1	87	182	144	128	65	145	189	28	7	73	48	14	28	36
g11178.t1	59	98	85	42	105	86	98	52	44	35	28	19	62	15
g6148.t1	31	22	34	19	38	38	28	11	13	13	20	12	45	6
g22259.t1	6	11	10	2	15	18	59	4	8	538	112	106	2150	124
g4119.t1	43	123	125	87	55	172	317	14	8	18	30	9	18	2
g15200.t1	12	9	12	26	0	8	18	4	8	70	31	11	47	27
g8286.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g15220.t1	0	1	0	0	0	13	0	2	0	290	108	1	44	154
g2552.t1	327	309	420	315	230	311	447	484	495	580	432	525	767	480
g17925.t1	9	0	0	5	0	9	1	2	0	18	15	0	4	31
g7379.t1	20	28	2	7	10	14	25	6	19	11	0	7	3	3
g16830.t1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
g17085.t1	278	229	267	225	121	193	257	295	480	237	244	169	327	195
g13211.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g14145.t1	331	489	360	242	118	505	517	151	97	80	120	30	125	54
g901.t1	0	0	0	0	0	0	3	2	0	0	0	0	1	0
g874.t1	225	205	186	172	256	166	192	143	132	89	106	52	99	75
g6820.t1	7	14	19	19	12	7	23	1	2	20	13	0	9	3
g1379.t2	118	0	0	40	0	0	20	0	35	23	12	0	9	0
g2843.t2	0	0	0	0	0	0	0	0	0	0	0	12	0	12
g16032.t1	15	27	17	21	40	11	35	9	20	33	16	1	10	5
g13060.t3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g12718.t1	9	144	664	3	20	6	13	5	7	17	0	2	24	1
g4194.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g11759.t1	1	0	0	0	0	1	0	1	0	0	3	0	4	0
g23572.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g20717.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g4521.t1	57	110	91	81	70	68	128	81	40	53	64	37	61	36
g23880.t1	1	18	40	19	6	8	8	0	6	5	3	0	1	1
g21490.t1	0	0	1	1	1	0	1	0	0	0	1	0	0	0
g11473.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g13867.t1	0	1	0	0	0	0	0	0	0	3	0	0	1	0
g9929.t1	236	538	574	313	342	343	510	17	16	38	53	12	20	69
g12534.t1	24	20	27	26	37	35	26	29	33	10	6	3	10	5
g15256.t1	145	291	401	59	179	189	327	329	265	574	448	440	656	439
g12731.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g240.t2	4	0	10	5	2	9	0	0	0	85	13	0	18	12
g14779.t1	14	6	1	9	1	3	6	0	13	4	1	1	18	3
g4928.t1	186	101	80	122	0	96	75	823	1209	442	193	972	585	245
g4446.t1	18	0	0	14	15	0	69	5	8	179	87	2	49	166
g9546.t1	0	0	2	0	0	0	0	0	0	1	0	3	0	0
g18244.t1	4	7	35	27	64	10	8	87	141	59	103	260	110	186
g23696.t2	223	312	228	287	126	240	460	248	395	270	255	369	520	373
g18259.t2	98	0	30	0	0	82	58	16	89	0	0	48	54	0
g17633.t1	57	69	55	74	29	42	57	31	25	36	20	7	29	13
g15024.t1	187	327	327	285	222	272	458	192	574	171	225	399	419	325
g16332.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g23063.t1	6	7	12	5	46	2	7	1	0	1	15	2	4	0
g10809.t1	21	20	14	23	11	16	37	9	10	61	23	11	31	6
g16844.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g7434.t1	0	3	6	6	0	5	11	2	0	19	8	0	14	4
g8839.t1	6	1	0	4	0	6	0	2	3	17	0	0	7	1
g23369.t2	268	325	541	350	250	207	285	193	563	142	148	263	345	231
g3665.t1	10	28	37	24	4	36	51	7	36	18	29	19	48	15
g16531.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g9372.t1	9	4	9	7	27	15	17	7	1	14	9	1	7	8
g21763.t1	332	295	364	288	163	299	452	135	162	95	130	95	151	98
g9090.t1	135	99	136	95	116	111	176	170	170	78	123	76	212	142
g21360.t2	7	9	13	0	0	19	31	15	14	4	16	20	6	4
g4008.t1	0	0	2	1	0	0	2	1	1	2	0	2	0	0
g4884.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g1985.t1	0	0	1	0	3	1	1	0	0	0	0	0	0	0
g8520.t1	67	143	112	118	149	114	169	79	94	132	169	72	320	125
g6326.t1	24	23	33	11	39	9	16	6	7	10	6	5	20	9
g17404.t1	874	1088	1103	998	318	846	1055	1613	775	608	878	703	850	1105
g21391.t1	2	3	5	1	4	2	1	2	4	8	2	4	5	6
g12942.t1	0	0	0	0	0	0	1	1	0	1	0	0	1	0
g6282.t2	88	129	226	107	203	105	139	125	143	143	111	104	136	110
g1928.t1	0	0	0	0	0	2	2	4	0	0	0	4	1	0
g3431.t1	0	0	0	2	1	0	0	0	0	1	0	1	4	0
g18054.t1	27	140	101	118	78	61	120	4	5	4	17	9	3	9
g22613.t1	49	88	72	102	12	49	105	52	70	61	59	59	68	25
g189.t1	95	115	144	91	58	104	141	114	67	210	185	33	128	137
g3644.t1	7	12	2	2	0	6	11	3	3	3	1	0	3	0
g14847.t1	9	1	12	18	5	3	4	4	8	1	54	1	0	54
g4589.t1	2	0	1	11	0	1	7	0	0	2	0	0	2	3
g15790.t1	426	348	378	314	297	368	456	467	548	403	525	589	721	577
g2126.t1	60	247	261	138	184	186	276	101	16	346	287	62	132	167
g1216.t1	6	4	11	35	0	9	25	2	3	15	45	2	22	35
g22271.t3	4126	5141	3523	3659	6633	5063	5752	1329	691	509	1152	620	719	167
g5143.t1	366	268	287	204	214	320	328	445	492	417	438	233	605	274
g95.t1	74	0	7	18	6	21	3	1	2	179	481	8	52	894
g13302.t1	22	65	51	29	33	29	54	17	13	42	26	18	17	6
g14868.t1	2	11	5	20	14	5	14	0	1	4	8	1	0	0
g9758.t1	58	81	34	51	100	43	51	56	32	37	29	13	39	19
g3892.t1	0	0	6	0	0	6	4	1	0	9	11	1	0	2
g13364.t1	366	420	459	394	378	341	397	820	838	894	1463	2349	2196	2421
g13707.t1	349	660	479	612	373	435	702	244	98	234	181	94	240	153
g12124.t1	1	0	0	0	0	0	1	0	0	1	0	0	0	0
g14104.t1	9	34	41	28	24	6	36	5	3	16	23	9	6	56
g15988.t1	89	177	310	142	195	205	317	86	41	139	231	31	53	91
g15112.t1	21	66	37	52	35	44	80	7	20	31	18	14	27	25
g8461.t1	1	1	0	0	0	6	0	0	1	3	0	0	1	0
g10709.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15260.t1	26	135	43	126	309	19	162	89	271	301	300	289	594	419
g10565.t1	55	93	111	147	17	69	81	47	123	106	134	40	126	69
g6592.t1	0	0	3	0	0	0	0	0	1	0	0	0	0	2
g1267.t1	218	317	324	270	254	282	420	282	366	460	383	536	621	455
g1074.t1	209	122	144	137	170	150	226	253	409	96	128	162	164	143
g13231.t1	11	8	6	8	0	9	7	1	0	4	11	0	0	0
g17283.t2	0	0	33	0	0	0	0	0	0	42	15	2	18	40
g8415.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10545.t1	341	807	748	383	462	728	764	36	54	57	26	34	38	20
g856.t1	14	52	65	8	0	13	12	32	4	148	70	44	240	12
g8804.t1	0	0	0	6	0	1	11	2	0	2	0	0	4	2
g13839.t1	2	3	0	4	4	4	0	2	2	10	0	1	11	0
g8436.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15571.t1	50	34	16	18	34	35	52	28	30	18	25	2	16	12
g2044.t1	495	145	74	206	448	306	52	144	338	430	18	49	652	3
g11646.t1	6	3	16	42	0	6	38	6	17	49	0	0	15	14
g3561.t1	2	2	2	2	2	6	5	8	6	11	4	2	15	4
g1737.t1	19	39	17	26	41	25	41	7	27	31	16	7	9	12
g886.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g20656.t1	12	24	13	22	51	3	19	4	0	20	6	2	6	2
g309.t1	1	0	3	0	0	0	0	4	0	0	0	0	0	0
g23015.t1	1	2	5	0	0	11	2	0	1	765	4	0	0	61
g21021.t1	315	293	304	249	297	331	449	308	286	422	478	254	575	253
g10863.t1	30	20	28	24	34	13	22	11	14	21	12	34	38	20
g3746.t1	1746	2472	2297	2086	3456	1945	2363	481	607	196	332	356	179	93
g121.t1	0	1	1	2	0	0	4	3	1	15	11	0	8	9
g18008.t1	1	1	0	0	0	2	4	0	0	7	16	0	5	4
g15843.t1	76	76	151	70	65	99	152	97	114	26	42	62	76	29
g3477.t1	17	15	11	14	7	4	12	5	8	10	15	2	4	6
g11852.t1	886	609	505	402	591	473	646	457	2502	992	998	1103	1475	1902
g21684.t1	13	18	47	18	11	16	31	8	8	36	16	4	26	16
g7240.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g7469.t1	10	60	52	42	25	15	67	6	14	38	24	24	50	29
g19929.t1	8	24	20	13	23	12	24	11	2	32	17	9	12	15
g4144.t1	16	35	40	27	41	43	69	36	23	42	36	15	36	36
g3015.t1	1	0	0	1	1	0	1	0	0	0	0	0	4	0
g990.t1	0	0	3	0	0	4	0	0	2	0	1	1	3	1
g19814.t1	77	77	205	95	20	62	198	7	16	18	87	10	6	27
g8353.t1	33	33	25	22	12	37	67	41	19	80	28	8	11	35
g10080.t1	46	123	65	59	99	40	101	15	23	73	69	19	34	58
g16494.t1	0	0	4	0	0	4	3	0	0	2	0	0	2	1
g8209.t2	744	774	726	652	158	671	1307	1128	1408	842	763	824	770	292
g22004.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g16552.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g12526.t1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
g22546.t1	3	0	5	0	0	0	0	34	0	0	0	0	0	0
g4640.t1	315	256	337	336	257	225	381	39	38	48	76	42	59	41
g16836.t1	0	0	0	0	0	0	0	1	0	3	0	0	1	0
g16353.t1	38	78	105	38	46	77	124	14	21	24	41	3	26	22
g20107.t1	339	204	239	197	344	157	266	260	485	2052	627	601	1079	828
g20309.t1	108	27	0	220	395	101	0	16	0	2536	4124	95	548	5804
g14614.t1	53	31	48	58	52	70	91	303	260	171	259	461	345	309
g4858.t2	0	0	0	4	6	4	0	1	0	5	4	0	0	28
g20801.t1	656	1026	1441	769	1413	637	841	446	408	472	456	173	390	224
g16477.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g18721.t1	0	7	9	26	0	0	30	0	0	20	26	0	0	52
g240.t1	0	8	5	10	2	0	33	0	0	10	13	0	7	3
g20875.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g6674.t1	8	3	3	9	0	8	6	9	7	17	2	0	8	0
g11682.t1	0	0	30	38	0	1	48	13	8	11	0	0	7	0
g8511.t1	0	0	0	0	0	0	4	0	0	29	14	0	0	0
g3091.t1	0	1	0	0	0	0	0	0	0	2	0	0	0	0
g21522.t1	93	145	116	103	147	147	211	28	11	48	83	27	51	144
g12934.t1	81	110	88	76	65	107	148	39	54	33	52	14	36	15
g4006.t1	1965	1917	3078	1511	2015	2324	3034	584	359	325	271	147	355	120
g15737.t1	875	814	868	803	781	842	1154	1061	1072	424	544	574	784	414
g19368.t1	94	109	68	51	17	70	106	90	79	100	69	44	73	39
g15019.t1	1827	2356	2372	2384	4393	1808	2509	2940	2308	3954	2246	2363	3254	3205
g6829.t1	36	37	52	25	248	29	43	25	3	2	13	22	10	7
g13535.t1	294	339	343	241	352	274	452	239	166	398	356	208	395	292
g8365.t1	349	322	497	518	496	681	658	1135	14610	4463	3644	25339	11222	6708
g23767.t1	16	111	69	35	23	76	82	10	8	16	30	2	5	10
g20764.t1	54	56	89	50	46	41	67	21	22	33	24	5	17	16
g13960.t1	188	10	4	71	57	382	3	16	4	2647	1288	15	538	1053
g8803.t1	45	23	51	31	32	61	72	5	5	27	11	0	11	7
g2500.t1	0	0	7	2	0	3	2	1	3	3	1	0	3	3
g22914.t1	0	0	0	0	0	0	2	0	0	25	3	0	2	0
g17718.t1	154	433	465	485	297	237	520	263	180	191	435	301	379	350
g5704.t1	111	92	76	62	83	78	89	91	73	81	62	16	74	26
g14718.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g22211.t1	502	101	243	150	514	130	172	513	988	388	403	1334	566	482
g14215.t2	1686	2257	1628	1918	3065	2018	4254	1107	555	29	549	1054	641	1237
g22991.t2	19	61	62	40	0	22	43	8	12	20	27	5	24	5
g23271.t1	137	291	257	198	115	140	418	263	80	277	250	299	335	392
g22999.t1	0	0	0	0	0	1	4	1	2	1	0	1	0	1
g17409.t1	109	98	115	68	113	149	190	79	181	126	97	174	146	114
g3000.t1	34	97	82	58	20	55	70	23	11	37	23	8	33	12
g15621.t1	15	3	15	28	50	7	30	8	11	16	2	1	17	4
g11994.t1	1	0	1	7	1	3	0	6	1	71	80	3	33	149
g4596.t1	2	2	0	0	1	4	0	0	0	0	0	0	0	0
g9759.t1	45	76	29	50	33	25	60	23	22	32	27	12	34	19
g9385.t1	154	126	136	133	227	167	246	256	153	130	167	143	166	183
g22942.t1	4	9	6	5	0	2	3	2	10	6	10	0	7	2
g13346.t1	85	304	506	286	238	295	597	49	40	290	192	104	147	167
g20511.t1	0	0	0	0	0	0	0	8	0	0	0	4	1	0
g11877.t1	160	175	174	128	94	135	273	339	290	197	243	321	331	282
g10590.t1	5	38	0	27	64	19	30	0	8	8	13	57	38	23
g14008.t1	4877	1675	3260	2119	3811	2567	3098	6169	7010	4075	3508	6062	6854	5824
g17544.t1	2	3	0	0	0	1	2	0	0	0	0	0	0	1
g19575.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g13781.t1	792	522	672	393	690	701	920	862	1031	699	761	717	1297	921
g15052.t1	4	12	11	6	6	8	27	6	3	47	3	3	14	6
g19515.t2	7	4	5	2	0	0	2	12	4	36	9	0	25	0
g2250.t1	231	288	307	248	242	232	436	242	123	241	229	68	181	63
g16170.t1	2111	2185	2444	2303	4582	1798	2511	2555	3128	4643	3054	2805	4119	3604
g14861.t1	697	588	726	476	379	522	689	543	501	330	484	297	480	214
g10472.t1	61	58	18	58	35	35	53	15	15	24	9	3	20	6
g16764.t1	5	3	7	27	2	6	20	5	32	45	58	5	38	70
g7328.t1	12	8	5	30	0	13	20	5	10	22	53	3	5	16
g17172.t1	14	22	78	26	134	534	428	4	14	4	8	12	3	0
g8830.t1	10	0	5	20	3	8	24	0	3	51	51	0	9	37
g6432.t1	0	0	12	0	0	0	0	4	0	0	0	0	1	0
g18563.t2	4	1	0	0	2	1	2	0	3	1	0	0	2	1
g23981.t2	10	4	2	20	12	0	1	1	1	0	0	0	1	0
g9619.t1	2	0	0	1	0	0	0	5	1	2	1	0	0	0
g15282.t1	0	4	14	15	7	7	24	3	3	5	15	8	12	1
g5979.t1	17	21	22	19	0	14	20	12	15	17	10	62	48	34
g6865.t1	109	109	243	176	364	130	143	15	10	299	216	8	65	236
g16361.t1	86	104	86	73	56	57	74	35	62	28	30	7	31	5
g3551.t1	92	175	168	119	202	146	165	46	230	53	20	86	70	25
g16561.t1	0	0	1	2	4	0	1	0	0	0	0	0	0	0
g19176.t1	133	40	5	67	151	26	6	10	6	557	1909	50	71	4944
g15218.t1	120	108	126	92	186	157	211	256	108	270	157	131	174	57
g3414.t2	0	2	0	0	0	0	3	4	5	3	0	8	2	2
g1124.t1	185	266	210	101	321	201	293	62	307	92	64	328	138	105
g12062.t1	0	0	2	0	0	0	0	1	0	0	0	0	0	0
g3845.t1	5	26	12	6	8	27	28	0	0	6	26	1	5	17
g7228.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g14973.t1	24	7	0	16	9	12	0	1	4	126	163	6	20	248
g21200.t1	5	0	0	0	0	0	28	2	0	1	0	0	1	0
g4106.t1	25	149	44	81	103	65	114	17	121	275	48	86	120	42
g8099.t1	1	12	5	5	9	8	2	2	0	13	5	0	2	0
g11003.t1	182	185	274	125	279	97	163	195	242	275	200	132	277	183
g5166.t1	11	0	1	10	1	4	9	0	0	0	0	0	2	0
g12368.t1	0	0	0	0	2	0	0	0	0	0	1	2	0	0
g10940.t2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g15927.t1	0	7	3	8	0	5	9	0	0	0	4	0	0	0
g20723.t1	1	2	0	2	0	0	4	0	0	0	0	0	1	2
g8987.t1	538	638	761	476	747	453	724	679	592	587	502	428	659	454
g7301.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g9836.t1	103	166	175	80	116	126	167	163	55	88	94	19	75	41
g21563.t1	2	0	0	2	3	22	5	0	1	516	24	0	68	10
g17741.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g19841.t1	250	224	278	201	284	278	367	337	439	1162	844	900	1632	531
g15036.t1	533	600	712	536	785	565	579	901	764	842	693	770	1231	943
g4982.t1	96	59	80	44	40	45	115	33	53	75	56	9	28	39
g16913.t1	8	110	44	22	32	55	48	2	11	13	13	0	7	5
g135.t1	9	1	4	2	9	1	9	1	7	17	9	1	10	6
g12634.t1	49	70	48	43	13	70	59	22	61	41	53	28	65	34
g17054.t1	7	1	15	1	17	4	6	5	5	4	1	0	3	0
g20136.t1	1	2	1	2	0	0	2	1	3	23	6	0	4	0
g2201.t2	0	0	0	0	0	6	0	4	6	13	9	0	6	0
g13786.t1	122	162	123	106	156	127	210	163	112	96	110	73	196	111
g10756.t1	6	0	1	3	8	5	0	1	4	2	2	0	6	1
g10131.t1	1	0	0	0	1	1	0	1	0	0	0	0	4	1
g20183.t4	108	41	71	37	46	40	40	136	99	110	124	99	247	177
g14215.t4	378	550	422	387	103	510	673	387	765	513	291	499	474	395
g17437.t1	80	237	128	178	161	188	276	134	112	273	212	112	170	144
g4426.t1	38	81	103	70	108	62	137	37	116	83	56	26	41	31
g10728.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g22524.t1	0	1	0	0	0	4	0	0	0	37	1	0	4	0
g21778.t1	411	440	487	385	442	562	681	658	569	270	344	517	452	612
g14782.t1	2	3	1	5	10	1	1	1	5	11	1	4	18	0
g12748.t1	103	232	114	108	251	128	203	89	52	77	73	23	60	33
g1154.t1	11	31	34	23	12	20	30	12	4	11	20	3	21	12
g19602.t1	16	19	11	22	9	8	18	18	24	14	6	32	39	41
g8022.t1	32	71	74	78	16	37	88	23	24	37	36	8	21	18
g22658.t1	159	352	436	263	281	353	418	206	149	145	169	84	189	126
g15213.t1	654	510	700	460	505	853	780	754	901	623	623	452	1122	497
g2266.t2	34	76	66	19	16	69	87	17	118	10	26	48	28	27
g7418.t1	1	4	0	5	12	0	0	0	4	0	0	0	2	0
g3084.t1	1	5	0	0	0	0	2	0	0	0	0	0	0	0
g23039.t1	0	0	0	0	0	6	0	0	0	0	0	0	0	0
g18123.t1	107	212	264	157	147	185	239	26	33	24	92	5	25	60
g5742.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17753.t1	147	37	33	150	151	56	151	33	4	64	56	9	45	19
g10401.t1	6	1	0	5	6	0	2	6	1	50	12	0	5	24
g6151.t1	27	80	27	150	54	106	86	16	18	187	134	10	115	87
g20794.t1	5	35	35	15	12	25	41	7	6	17	4	0	27	4
g21151.t1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
g4533.t1	22	35	19	25	27	15	39	39	24	36	24	20	43	35
g1419.t2	48	46	37	32	55	44	52	36	47	66	43	23	74	94
