gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231
4140	g23692.t1	12.0441986289284	-2.41370795675775	0.854533868882587	-2.8245901592104	0.00473411272620569	0.020595722668703	3	103	2	4	7	21	8	53	4	5	0	5	10	9	3
4141	g23696.t2	298.734632092075	-0.941756224206552	0.304395298745517	-3.09385929443636	0.00197571163014616	0.0102284089777967	248	84	395	223	312	270	255	369	228	287	126	240	520	460	373
4142	g23697.t1	282.162801132472	-1.26301665565151	0.402493656023242	-3.13797903830459	0.00170117042256479	0.00907864383132442	252	39	340	157	200	216	246	523	260	266	141	195	457	260	369
4143	g23699.t1	216.986238642781	-0.719803072623604	0.275862203952583	-2.60928486146413	0.00907316780017122	0.0339439711839364	252	30	243	190	183	312	246	214	230	168	222	178	369	322	177
4144	g23700.t1	299.123749045915	-0.83096505724921	0.228676687397315	-3.63379873439153	0.000279278747773361	0.00209529449193038	322	68	340	262	228	414	378	268	261	192	333	220	484	467	317
4145	g23702.t1	29.0498075586959	-3.24548966650888	0.847056714064917	-3.83149039800912	0.000127369346115945	0.00109263909723175	63	3	1	4	3	189	35	15	1	11	0	19	63	10	22
4146	g23709.t1	2831.28208499675	1.92945895337707	0.400238627149371	4.8207714660609	1.43004108722486e-06	2.49708950138094e-05	2278	679	1441	5806	6050	524	1125	651	4526	4660	6284	5572	1157	10437	153
4147	g23709.t2	1300.92768108995	2.43001007022111	0.442640724726852	5.48980230348358	4.02383869726541e-08	1.1669671610635e-06	690	293	429	2078	3554	251	296	357	2245	2092	4536	2529	229	3993	45
4148	g23710.t1	2076.17182943738	2.04183777035444	0.402032569928321	5.07878695180961	3.79852378212021e-07	7.93253494461107e-06	1597	423	977	4197	5458	350	899	493	3630	3462	3828	4208	695	7680	105
4149	g23713.t1	9.08186856159355	-3.43430322712655	1.40152599429585	-2.45040280458873	0.0142696481992977	0.0483515445617321	0	10	0	1	1	80	0	0	5	2	0	4	12	0	14
4150	g23714.t2	9.57686761837605	-4.03975565133365	1.58380606827121	-2.5506630718641	0.0107518211660096	0.0388210365364851	0	4	0	1	1	110	14	0	0	0	0	7	11	0	1
4151	g23715.t1	19.8988857976884	-6.77491756498947	1.39327798922202	-4.86257417213089	1.15868938602319e-06	2.0700449931141e-05	3	5	0	0	1	701	23	2	0	1	0	1	277	0	8
4152	g23718.t1	11.2717335918028	-4.57229470353003	1.41922848359487	-3.22167625324749	0.00127443049728842	0.00716349800177578	1	10	1	3	3	963	2	0	0	0	0	0	151	2	2
4153	g23724.t2	29.7298755140081	-5.61535160571663	1.56018321972054	-3.59916164636257	0.000319244710413026	0.00232710893186853	52	67	91	9	0	0	9	39	0	0	0	0	37	0	0
4154	g23726.t1	150.982637336521	-0.765087205007189	0.299880719717156	-2.55130508466436	0.0107320335339366	0.0387754752015228	144	36	89	71	152	207	174	181	147	147	171	107	272	227	155
4155	g23727.t1	580.351026119316	-0.761052546719327	0.242668193804271	-3.13618581318148	0.00171160722005311	0.00911186570025815	807	128	575	572	695	696	660	524	666	523	451	427	905	487	623
4156	g23730.t1	105.452730021069	-1.98591196039004	0.34270010087777	-5.79489750748088	6.83629177036297e-09	2.36645075922885e-07	180	18	124	28	57	131	130	90	51	63	63	46	176	66	267
4157	g23731.t1	2.63364923829065	-2.94840553924313	1.20881586575357	-2.43908573900551	0.0147244742421258	0.0495742297274185	8	0	6	3	0	5	1	2	1	0	0	1	0	0	8
4158	g23733.t1	214.902772308782	-2.15061895591891	0.277269325322503	-7.75642582682901	8.73563624639103e-15	1.20379293115076e-12	486	56	261	87	87	281	235	228	100	84	109	78	344	157	391
4159	g23736.t1	16.1893528725574	1.05132244186914	0.399657034989941	2.63056158112068	0.00852439243387582	0.0323439548065422	7	71	5	19	34	12	6	12	49	12	22	19	15	57	6
4160	g23737.t1	60.3429870178479	1.14831220021165	0.34464852128887	3.33183556371387	0.000862752173846561	0.00524315822504785	68	24	50	100	80	23	26	17	101	80	160	100	27	156	14
4161	g23738.t1	85.3084732510053	0.939514972484782	0.369012246422948	2.54602653866383	0.010895690452713	0.0392079311806716	80	16	106	194	97	23	65	16	121	93	208	143	57	174	50
4162	g23739.t1	193.04847503221	-1.14593772860773	0.263336080801678	-4.35161685827152	1.3513726304399e-05	0.000167068267768956	181	107	220	161	122	172	160	256	198	102	147	136	287	210	240
4163	g23740.t1	104.419912080978	-1.95879299256611	0.548619079725124	-3.57040625263621	0.000356428003220239	0.00254184566472201	31	9	43	42	32	118	127	202	68	68	54	27	295	91	226
4164	g23743.t1	802.984737372302	-1.30011667198927	0.320350157469889	-4.05842370191896	4.9405069543146e-05	0.000497152874216727	697	200	1676	518	618	756	779	1064	791	551	489	543	1002	588	1001
4165	g23744.t1	132.28777311169	-0.859806336716774	0.297808918244652	-2.88710741701307	0.00388801468516414	0.0176161670604243	92	49	265	105	123	107	106	152	135	102	111	98	188	178	117
4166	g2375.t1	94.2591041014323	-1.16996073900747	0.304543838259943	-3.84168251668533	0.000122193823992465	0.0010561979153324	110	32	160	67	48	102	74	120	67	87	81	47	114	124	106
4167	g23752.t1	20.1445229226505	1.67239535109014	0.444757396391827	3.76024179621911	0.000169749203051128	0.00137909275554306	7	5	6	28	57	17	17	0	31	14	62	57	10	40	9
4168	g23753.t1	46.9658539107937	0.72843977456288	0.277163948429784	2.62819092702968	0.00858403213468059	0.0325417093453328	35	9	19	65	53	64	35	19	92	57	112	82	38	78	32
4169	g23756.t1	97.978742401528	-0.838470463274828	0.235988163206407	-3.55301915097098	0.000380836738711786	0.00268822278695905	82	49	106	81	88	136	114	115	69	71	116	89	123	109	71
4170	g23757.t1	589.89343552658	-0.828141632862008	0.312446028059253	-2.65051099547009	0.00803701112005908	0.0309286260374383	385	284	320	274	542	489	855	767	651	555	545	491	670	819	875
4171	g23759.t1	3675.33814362694	-0.641093317672004	0.241081270798997	-2.65924148959095	0.00783168055925889	0.0303544265316313	3924	1146	3517	3093	3999	5201	3151	3606	4186	3653	4636	2480	4178	3423	4460
4172	g23760.t1	35.5361992136359	1.49521151689683	0.445038928965904	3.35973196855187	0.000780181237287203	0.00482539195789269	36	8	3	43	62	32	28	4	65	54	39	145	15	92	11
4173	g23761.t1	12.5661274489063	1.62578682947175	0.411330942733694	3.9525031077575	7.73379244120606e-05	0.000721209480454711	4	3	6	13	18	9	4	0	33	21	24	40	8	33	10
4174	g23763.t2	18.7894296180522	-3.68899436403534	1.20534219168511	-3.06053699064329	0.00220940466925305	0.0111657253023335	3	3	0	0	5	82	56	0	3	0	0	12	39	4	72
4175	g23767.t1	28.2626957181987	1.56598899170763	0.50649891103842	3.09179142852855	0.001989525846151	0.0102827022650447	10	15	8	16	111	16	30	2	69	35	23	76	5	82	10
4176	g23779.t1	207.773451356047	1.55047200095148	0.242533182533572	6.39282420968048	1.62849447899626e-10	8.63541128752061e-09	53	64	66	268	545	149	150	43	427	303	432	383	89	617	118
4177	g23782.t1	6.37584962122351	-6.40513553191515	2.0532327931249	-3.11953693383541	0.00181135550764913	0.00950719951673678	0	0	0	0	0	30	39	0	0	0	0	0	5	0	21
4178	g23785.t1	33.140264228842	-2.55698145774834	0.699465945407817	-3.65561965458878	0.000256561505383542	0.00194898460989218	7	48	3	10	6	151	68	2	6	14	7	16	72	28	30
4179	g23786.t1	278.8140968638	-1.64823146623606	0.371045180142608	-4.44213145580432	8.90721121896499e-06	0.000119028730526441	157	69	443	112	176	306	352	538	197	134	128	183	488	296	239
4180	g23787.t1	173.862607331694	-1.04452805232411	0.219750761889922	-4.75323973096092	2.00182750692489e-06	3.36254177890683e-05	212	65	153	109	129	249	164	190	185	99	136	146	335	231	169
4181	g23788.t1	468.828271368258	-3.56980498911358	0.599803812738309	-5.95162103557863	2.65499565979024e-09	1.04059476629641e-07	59	37	536	47	138	475	842	1443	126	93	52	66	987	122	629
4182	g23789.t1	25.4546739652347	-1.72778374629585	0.421297426975942	-4.10110206154787	4.11187140043974e-05	0.000425037447436759	16	12	49	11	14	56	41	14	20	13	1	28	51	19	28
4183	g23797.t1	77.9173423229071	-1.18354503097263	0.204468967714869	-5.78838463459689	7.10665315192762e-09	2.44828727614576e-07	78	51	123	65	60	92	89	65	66	45	59	47	145	83	56
4184	g2381.t1	26.1019006006325	1.32857982412416	0.47545968366946	2.79430595223251	0.00520112450220543	0.0221857903401448	7	11	4	39	77	27	18	7	67	33	5	56	19	89	10
4185	g23813.t1	61.4939720803055	0.982185866121665	0.359215511682541	2.73425237546445	0.00625221025766076	0.0254979394768125	11	35	25	70	106	24	47	20	105	113	166	80	64	107	44
4186	g23814.t1	191.812730307596	0.988087856301555	0.24245480234636	4.07534867009983	4.59454531820203e-05	0.000467999001691624	188	74	81	294	310	74	119	62	391	196	355	436	150	395	117
4187	g23817.t1	18.6454647365289	-2.36171057673498	0.66341457299559	-3.55993171218848	0.000370951243098492	0.0026267313866769	8	54	3	4	10	21	29	12	8	9	6	10	28	4	5
4188	g23819.t1	64.5075586647709	-1.99303628828443	0.790288816559022	-2.52190875857546	0.0116719978808321	0.0412644283053639	3	56	15	13	20	130	196	5	52	67	2	17	332	67	27
4189	g23823.t1	98.7670994976914	-0.598033288019033	0.232056143282797	-2.57710603804285	0.00996313815071534	0.0365405143059377	116	22	98	106	89	160	110	78	74	91	125	92	157	127	78
4190	g23825.t1	7.90547654564015	1.74933760996441	0.496687007956396	3.52201201549848	0.00042828473123974	0.00295941876728578	4	3	6	10	11	5	5	1	14	12	21	20	1	29	0
4191	g23826.t1	12.0242090432331	2.00435473332728	0.519140055113396	3.86091328069354	0.000112963994286228	0.000993890205930272	9	4	6	15	16	1	6	1	59	10	22	25	4	43	2
4192	g23830.t1	3449.13311429364	-0.882939048942885	0.24467835229039	-3.60857035646126	0.00030788902051108	0.00226416687925126	3633	955	3466	2606	3579	5528	3324	3662	3425	3166	3300	2247	3922	3224	4648
4193	g2384.t1	9.04913613151111	1.67419767893648	0.501397903957695	3.33905998752987	0.000840624091517835	0.0051323824513622	7	3	6	12	26	4	4	0	11	10	25	24	7	23	0
4194	g23844.t1	545.596560381119	-2.50132964218348	0.747747863822159	-3.34515117087433	0.00082237733810615	0.0050431217998658	86	22	46	195	179	288	604	693	178	173	182	145	575	428	3341
4195	g23852.t1	7.68689534944752	1.29038853752975	0.487105447325374	2.6490948615235	0.00807076742575835	0.0310309318031423	2	5	4	9	22	6	4	2	5	13	11	16	2	27	4
4196	g23857.t1	42.4451330895711	2.12902028862117	0.423271818250144	5.0299126868942	4.90703241826007e-07	9.97778631288126e-06	12	13	23	79	69	21	18	5	67	88	144	84	18	119	0
4197	g23858.t1	6.43816847558049	2.04192864780501	0.64774067964419	3.1523859963939	0.00161942044104199	0.00871980120506306	0	5	3	12	19	0	1	2	11	9	8	20	3	16	1
4198	g23865.t1	37.3849139772925	1.35448492675533	0.31599309116464	4.28643842105272	1.81560500178552e-05	0.000213249805720031	23	22	12	51	79	21	22	3	59	71	85	68	30	88	10
4199	g23866.t1	37.6160282858104	1.50901163640341	0.429595257480795	3.51263569633532	0.000443685374834825	0.00304041001382747	25	25	18	80	43	9	21	3	54	45	94	94	16	111	8
4200	g23876.t1	121.313922596353	-3.67021101599506	0.9741851168582	-3.7674677558529	0.000164911832829971	0.00134738198764215	10	35	11	12	4	1223	168	7	12	56	0	26	272	46	34
4201	g23877.t1	1703.26737054064	-3.37452796972966	0.362655581779918	-9.30504903072892	1.33930527342882e-20	5.36590177604305e-18	2819	543	1851	322	217	3267	1929	2802	328	331	711	281	2399	322	3606
4202	g23878.t1	77.8328758901016	0.96972348778065	0.272665011519165	3.55646469775419	0.000375878962887528	0.00265756253662473	80	14	81	147	143	54	55	14	170	102	94	136	45	182	34
4203	g23879.t1	54.6382751578855	2.03468571946895	0.486972092212584	4.17823886010438	2.93775042899186e-05	0.000319548670343082	31	98	11	116	81	9	16	0	163	106	126	117	17	113	32
4204	g23881.t1	6.1060365890475	2.09058642092413	0.821926458068921	2.54352004416049	0.0109741760373069	0.0394068545339642	3	3	1	1	14	1	4	1	7	39	19	4	1	3	1
4205	g23882.t1	51.7726578090773	-0.984305063938588	0.294654395865306	-3.34054091081179	0.000836153605790707	0.00511166523347893	44	32	26	42	50	71	87	35	60	25	63	24	91	45	70
4206	g23889.t1	5739.17231457669	-1.74148459012941	0.362414172217182	-4.8052331383051	1.54571282373421e-06	2.67104608158863e-05	12656	1382	9860	3255	1865	4015	7134	7894	2644	2628	4939	3387	7028	4335	5842
4207	g23891.t1	77.2056079590995	-1.7717226432975	0.367043576927534	-4.82700898386049	1.38598871647553e-06	2.42800533448972e-05	175	32	130	33	24	49	105	103	37	30	69	51	85	64	64
4208	g23897.t1	111.865122295728	-2.47285998083546	0.814657427900395	-3.03545993216894	0.00240169132331236	0.0119257727289105	677	21	43	13	42	220	133	31	98	77	0	47	235	18	14
4209	g239.t1	11.0821283430141	-5.48485494915496	1.50383105705978	-3.64725473875947	0.000265057113639564	0.00199948070208925	1	6	2	0	0	634	7	0	0	0	0	49	143	0	8
4210	g23904.t1	7738.8340879547	-2.68980495124955	0.440470639249082	-6.10666117459077	1.01736895030729e-09	4.49199535508127e-08	19254	2622	14484	1910	1574	2934	5134	14097	2836	2098	3326	2936	7626	3404	12694
4211	g23905.t1	772.885805226705	-2.75499422457711	0.496333993324953	-5.55068615413856	2.84550528126338e-08	8.51266372039885e-07	1877	258	1606	242	165	398	513	1368	332	313	33	327	876	339	1112
4212	g23908.t1	78.8780819779924	1.00020343833619	0.211520954063797	4.72862578917129	2.26044563800681e-06	3.72465661677665e-05	66	33	55	126	171	61	54	19	150	108	120	131	31	180	37
4213	g23909.t1	2695.39054941179	-0.707531898569805	0.277477671921281	-2.54986966580334	0.0107763197339086	0.0388576129071856	3586	700	4226	2773	2461	2049	2206	2910	3103	2204	2350	2486	3157	2920	2616
4214	g23917.t1	194.105014554183	-2.63032039444653	0.440396543846019	-5.97261815788953	2.3347592937531e-09	9.37220037835242e-08	217	309	214	50	47	117	151	369	83	95	71	50	187	66	156
4215	g2394.t1	7.03402168615776	1.29502986765442	0.527584056746303	2.45464177905806	0.0141025041093299	0.0479126376264685	4	5	1	2	21	4	6	1	13	10	14	14	3	21	3
4216	g23941.t2	45.4972117155546	1.80603843792669	0.660998019470608	2.73229024101032	0.00628957067671848	0.0256116810824025	17	20	63	49	94	4	4	3	84	63	172	124	16	64	2
4217	g23958.t1	334.120108258743	-1.49338034782128	0.445537053393608	-3.35186565617014	0.00080268960041027	0.00494322569084621	197	49	218	182	205	241	364	644	267	172	297	152	782	276	562
4218	g23960.t1	113.884468592094	-0.870812888615345	0.350537164610243	-2.48422414662819	0.0129834056220597	0.0448500687583046	111	22	65	80	120	94	122	150	122	98	87	58	204	175	182
4219	g23962.t1	19.483178419311	0.947849780704429	0.330230609238216	2.87026627510681	0.00410126269927296	0.0183456815172385	22	4	8	36	32	17	15	9	24	45	27	39	10	31	7
4220	g23973.t1	31.057834448265	1.23300292171665	0.391906410905725	3.14616675666798	0.00165425657288342	0.00886325927546625	31	12	11	68	34	25	22	3	81	71	22	70	21	59	7
4221	g23974.t1	6.11564533856294	1.79026019681157	0.684983086385644	2.61358306853675	0.0089598300041061	0.0336101006449384	1	53	5	8	21	7	0	0	20	4	12	8	5	21	0
4222	g23975.t1	2.40834910603895	3.63836061892688	1.1954920349747	3.04340013357252	0.00233921068350906	0.0116841660486123	0	1	0	4	20	1	0	0	5	7	0	3	0	4	0
4223	g2398.t1	52.1340650535993	0.839826744105055	0.289007705609595	2.90589741312826	0.00366201488419705	0.016821166033886	50	29	17	57	127	37	52	15	95	73	95	60	25	121	24
4224	g23981.t2	2.97019118136312	3.60587861263159	1.2500885794601	2.88449848425055	0.00392037645892549	0.0177108675483092	1	0	1	10	4	0	0	0	2	20	12	0	1	1	0
4225	g23983.t1	19.81326076549	0.885694513141805	0.355349837438985	2.49245790999942	0.0126862365507779	0.0440836213360644	8	8	4	17	44	17	19	14	37	30	45	25	11	39	10
4226	g23984.t1	10.8065850934184	3.58898914192001	0.698064441978481	5.14134358677254	2.72780689831897e-07	5.96122244900313e-06	1	3	2	24	50	1	0	1	13	6	16	42	3	45	0
4227	g23986.t1	951.633888522022	-2.94511289984493	0.301001644306488	-9.784374788485	1.31404879975629e-22	6.46123767789257e-20	1476	216	892	184	206	2527	1175	1111	284	310	268	306	2487	339	1441
4228	g23987.t1	2.67065146925313	-4.28677477430153	1.47891634133494	-2.89859179622837	0.0037484256309468	0.0171235617663712	0	0	1	0	1	14	7	0	0	0	0	1	3	0	12
4229	g23996.t1	59.0466691664023	0.626623105992049	0.214921303338015	2.91559327186163	0.00355012974174249	0.016401250686013	36	14	39	80	125	57	77	20	98	83	63	102	39	122	45
4230	g2400.t1	47.4402579310198	2.8537974072764	1.08485135422381	2.63058841763464	0.00852371942068189	0.0323439548065422	1	28	2	8	66	12	0	5	665	10	13	4	8	92	2
4231	g24002.t1	17.9141184342884	-3.81312339619144	0.91049835339148	-4.18795199572639	2.81483034207501e-05	0.000308348630130596	1	41	1	1	1	75	26	3	2	2	0	7	20	9	30
4232	g24006.t1	2.3751229632461	-4.08872162885715	1.63301704348131	-2.50378380628575	0.0122873089950878	0.0429876989179698	0	3	0	0	2	9	7	0	0	0	0	0	1	0	9
4233	g2401.t1	551.180527870647	-0.899828697520981	0.203630371217406	-4.41893167576794	9.91899965301195e-06	0.000130137997266776	552	155	594	473	446	663	678	528	451	441	498	430	1088	729	562
4234	g24017.t1	2.04279097888032	-3.91333617297738	1.29720834039752	-3.01673682716084	0.00255511537869964	0.0125579103176208	1	0	3	1	0	14	6	0	1	0	0	0	5	0	1
4235	g24018.t1	186.692052840369	0.40624220504128	0.161086512705537	2.52188838294541	0.0116726739648175	0.0412644283053639	123	73	106	254	317	209	144	96	277	190	230	299	159	421	168
4236	g24023.t1	22.1325885696266	-3.42232337873606	0.753885473614617	-4.53957994750479	5.63664057248886e-06	8.09752448776869e-05	25	2	0	7	4	110	27	17	3	5	6	5	53	1	53
4237	g24024.t1	107.262707648977	-3.4530208036912	0.576109768753382	-5.99368556301872	2.05137840584823e-09	8.37388147368424e-08	97	36	6	23	22	627	131	47	21	14	22	20	269	36	204
4238	g24025.t1	45.8963582451429	-3.46133653514623	0.63413016631972	-5.45840068646264	4.80442470872469e-08	1.36409092615825e-06	35	18	1	5	10	252	72	37	12	5	15	12	99	6	74
4239	g24032.t1	9115.77832576558	-0.787318945216888	0.278989203748948	-2.82204090565944	0.0047719090221649	0.0207351379181638	9642	2101	6655	7002	11217	15686	8260	9554	9978	8962	7512	6628	11383	8290	12880
4240	g24035.t1	545.603096528794	-1.82420093816976	0.433691614716539	-4.20621675925659	2.59681179616707e-05	0.000289150917190296	273	131	740	244	390	767	380	1272	285	225	420	229	873	298	572
4241	g24036.t1	375.269863174727	-1.78257312338717	0.496779467248081	-3.58825845452464	0.000332894205828089	0.0024007220476969	210	41	310	178	294	538	286	974	201	160	295	151	653	186	411
4242	g24037.t1	651.881244487235	-1.84164493923209	0.503214558402283	-3.65976084849245	0.000252450745440724	0.00192248218148894	353	51	823	272	412	948	459	1641	417	291	487	265	1076	328	685
4243	g24039.t2	40.7957142602191	1.3879267410159	0.509354908050777	2.72487163484354	0.00643264910507583	0.0260716304586578	44	12	41	62	96	5	4	2	66	85	74	67	35	109	15
4244	g2404.t1	223.229424635407	-0.93571604568237	0.259425333686427	-3.60687999273575	0.000309900898516924	0.00227509533064596	253	62	149	140	206	485	279	203	288	226	131	158	335	233	230
4245	g24041.t1	27.0320008726809	1.18072747965368	0.284981927937844	4.14316615863166	3.42543574405474e-05	0.000364531737937158	13	6	10	27	65	24	18	16	59	34	43	58	12	70	13
4246	g24042.t1	97.9531439799699	0.683111121471982	0.256811765002668	2.65996817343974	0.0078148035657602	0.03029987009771	63	49	61	101	190	82	90	22	153	143	255	100	82	165	64
4247	g24046.t1	7751.61188401045	-0.613953779524185	0.222481402039827	-2.75957349196442	0.00578768676327272	0.0240108539066932	7581	1918	7858	7289	8689	11038	7534	7396	8568	7580	7534	6709	9206	8412	9448
4248	g24047.t1	41.6863038927563	1.02547635291309	0.327188820115448	3.13420352367558	0.00172321290500698	0.0091533786397805	28	11	21	51	128	52	37	9	95	49	30	62	27	133	14
4249	g24055.t1	5795.56620495	-5.45932592973573	0.804331993174838	-6.78740367915347	1.14169431245487e-11	8.04578385992217e-10	973	104	854	185	54	4179	4344	21451	175	217	556	529	17893	487	13224
4250	g24056.t1	19771.3961257247	-8.3876551431352	0.977257679662101	-8.58284904554072	9.25517761151105e-18	2.13016774069193e-15	366	54	895	46	25	12929	8536	87095	237	241	157	144	60982	148	37736
4251	g24057.t1	3676.12457582796	-7.86528169726445	0.95909112810165	-8.20076577377207	2.38860529492526e-16	4.16753835126678e-14	62	10	337	18	5	2512	2230	15746	42	41	76	41	10667	40	7427
